component_name,correlation_r,abs_correlation,p_value
ecs_prompt_specific_layer_per_head_layer_14_head_7,0.13828,0.13828,0.00665
ecs_specific_layer_per_head_layer_13_head_19,0.13826,0.13826,0.00666
ecs_prompt_specific_layer_per_head_layer_13_head_23,0.13824,0.13824,0.00666
cas_vs_current_layer_per_head_layer_19_head_22,0.13824,0.13824,0.00666
ecs_prompt_specific_layer_per_head_layer_25_head_26,0.13823,0.13823,0.00667
ecs_specific_layer_per_head_layer_19_head_28,0.13822,0.13822,0.00667
ecs_specific_layer_per_head_layer_20_head_29,0.13821,0.13821,0.00668
cas_vs_current_layer_per_head_layer_14_head_20,0.13815,0.13815,0.00670
bos_attention_proportion_per_head_layer_16_head_28,0.13810,0.13810,0.00672
cas_alt_vs_current_layer_per_head_layer_20_head_1,-0.13801,0.13801,0.00676
bos_attention_proportion_per_head_layer_26_head_4,-0.13792,0.13792,0.00679
cas_alt_vs_current_layer_per_head_layer_28_head_14,-0.13783,0.13783,0.00683
ecs_specific_layer_per_head_layer_30_head_0,0.13777,0.13777,0.00685
bos_attention_proportion_per_head_layer_6_head_11,0.13777,0.13777,0.00686
ecs_specific_layer_per_head_layer_25_head_20,0.13773,0.13773,0.00687
cas_vs_final_layer_per_head_layer_0_head_18,0.13771,0.13771,0.00688
bos_attention_proportion_per_head_layer_21_head_3,-0.13769,0.13769,0.00689
ecs_prompt_specific_layer_per_head_layer_25_head_11,0.13763,0.13763,0.00691
bos_attention_proportion_per_head_layer_11_head_29,-0.13755,0.13755,0.00695
bos_attention_proportion_per_head_layer_12_head_12,0.13734,0.13734,0.00703
cas_vs_current_layer_per_head_layer_17_head_11,0.13726,0.13726,0.00706
bos_attention_proportion_per_head_layer_15_head_22,0.13725,0.13725,0.00707
parameter_knowledge_difference_layer_10,-0.13722,0.13722,0.00708
bos_attention_proportion_per_head_layer_12_head_31,0.13710,0.13710,0.00713
cas_vs_current_layer_per_head_layer_23_head_25,0.13709,0.13709,0.00714
cas_alt_vs_current_layer_per_head_layer_21_head_30,-0.13708,0.13708,0.00714
attention_entropy_per_head_layer_1_head_10,-0.13700,0.13700,0.00718
cas_vs_current_layer_per_head_layer_25_head_19,0.13699,0.13699,0.00718
bos_attention_proportion_per_head_layer_21_head_11,0.13697,0.13697,0.00719
ecs_specific_layer_per_head_layer_25_head_3,0.13694,0.13694,0.00720
cas_vs_current_layer_per_head_layer_22_head_15,0.13688,0.13688,0.00723
ecs_prompt_specific_layer_per_head_layer_20_head_17,0.13685,0.13685,0.00724
bos_attention_proportion_per_head_layer_10_head_28,0.13684,0.13684,0.00724
ecs_specific_layer_per_head_layer_25_head_23,0.13676,0.13676,0.00728
ecs_specific_layer_per_head_layer_19_head_8,0.13665,0.13665,0.00732
ecs_prompt_specific_layer_per_head_layer_30_head_23,0.13660,0.13660,0.00735
attention_entropy_per_head_layer_0_head_12,0.13659,0.13659,0.00735
ecs_prompt_specific_layer_per_head_layer_19_head_31,0.13656,0.13656,0.00737
ecs_specific_layer_per_head_layer_30_head_7,0.13649,0.13649,0.00740
x_pre_ffn_norm_per_layer_layer_11,0.13646,0.13646,0.00741
ecs_prompt_specific_layer_per_head_layer_20_head_6,0.13643,0.13643,0.00742
cas_vs_current_layer_per_head_layer_27_head_17,0.13643,0.13643,0.00742
cas_vs_current_layer_per_head_layer_22_head_30,0.13638,0.13638,0.00744
bos_attention_proportion_per_head_layer_30_head_26,0.13638,0.13638,0.00744
ecs_specific_layer_per_head_layer_15_head_21,0.13618,0.13618,0.00753
cas_alt_vs_current_layer_per_head_layer_25_head_26,-0.13617,0.13617,0.00754
cas_alt_vs_current_layer_per_head_layer_27_head_26,-0.13614,0.13614,0.00755
ecs_specific_layer_per_head_layer_19_head_5,0.13612,0.13612,0.00756
cas_alt_vs_current_layer_per_head_layer_26_head_10,-0.13611,0.13611,0.00756
ecs_prompt_specific_layer_per_head_layer_20_head_16,0.13609,0.13609,0.00757
bos_attention_proportion_per_head_layer_28_head_9,-0.13606,0.13606,0.00759
ecs_specific_layer_per_head_layer_20_head_7,0.13603,0.13603,0.00760
cas_alt_vs_current_layer_per_head_layer_29_head_28,-0.13599,0.13599,0.00762
ecs_prompt_specific_layer_per_head_layer_19_head_7,0.13585,0.13585,0.00768
attention_entropy_per_head_layer_1_head_14,-0.13572,0.13572,0.00774
cas_alt_vs_current_layer_per_head_layer_22_head_31,-0.13570,0.13570,0.00775
cas_alt_vs_current_layer_per_head_layer_27_head_6,-0.13567,0.13567,0.00776
ecs_prompt_specific_layer_per_head_layer_25_head_22,0.13566,0.13566,0.00777
cas_vs_final_layer_per_head_layer_0_head_16,0.13566,0.13566,0.00777
cas_alt_vs_current_layer_per_head_layer_28_head_9,-0.13564,0.13564,0.00777
ecs_prompt_specific_layer_per_head_layer_20_head_8,0.13553,0.13553,0.00783
cas_vs_current_layer_per_head_layer_27_head_3,0.13551,0.13551,0.00783
cas_alt_vs_current_layer_per_head_layer_18_head_11,-0.13549,0.13549,0.00785
cas_alt_vs_current_layer_per_head_layer_18_head_27,-0.13543,0.13543,0.00787
cas_alt_vs_current_layer_per_head_layer_23_head_23,-0.13526,0.13526,0.00795
ecs_prompt_specific_layer_per_head_layer_20_head_22,0.13520,0.13520,0.00798
cas_vs_current_layer_per_head_layer_25_head_20,0.13514,0.13514,0.00801
cas_alt_vs_current_layer_per_head_layer_24_head_26,-0.13513,0.13513,0.00801
cas_alt_vs_current_layer_per_head_layer_24_head_13,-0.13513,0.13513,0.00801
ecs_prompt_specific_layer_per_head_layer_14_head_12,0.13511,0.13511,0.00802
ecs_specific_layer_per_head_layer_13_head_7,0.13507,0.13507,0.00804
bos_attention_proportion_per_head_layer_20_head_28,-0.13507,0.13507,0.00804
cas_vs_current_layer_per_head_layer_14_head_11,0.13505,0.13505,0.00805
cas_alt_vs_current_layer_per_head_layer_18_head_24,-0.13505,0.13505,0.00805
ecs_specific_layer_per_head_layer_12_head_12,0.13495,0.13495,0.00810
cas_vs_current_layer_per_head_layer_20_head_29,0.13492,0.13492,0.00811
cas_vs_current_layer_per_head_layer_24_head_23,0.13484,0.13484,0.00815
cas_vs_current_layer_per_head_layer_25_head_4,0.13463,0.13463,0.00825
cas_alt_vs_current_layer_per_head_layer_23_head_12,-0.13463,0.13463,0.00825
bos_attention_proportion_per_head_layer_7_head_9,0.13460,0.13460,0.00827
cas_vs_current_layer_per_head_layer_20_head_2,0.13452,0.13452,0.00831
ecs_specific_layer_per_head_layer_19_head_31,0.13444,0.13444,0.00834
v_ffn_norm_per_layer_layer_18,-0.13444,0.13444,0.00834
ecs_specific_layer_per_head_layer_13_head_1,0.13430,0.13430,0.00841
bos_attention_proportion_per_head_layer_6_head_12,0.13429,0.13429,0.00841
ecs_prompt_specific_layer_per_head_layer_14_head_19,0.13426,0.13426,0.00843
ecs_specific_layer_per_head_layer_13_head_3,0.13425,0.13425,0.00844
ecs_specific_layer_per_head_layer_20_head_28,0.13416,0.13416,0.00848
ecs_specific_layer_per_head_layer_15_head_17,0.13412,0.13412,0.00850
cas_alt_vs_current_layer_per_head_layer_21_head_1,-0.13412,0.13412,0.00850
bos_attention_proportion_per_head_layer_25_head_4,-0.13396,0.13396,0.00858
cas_alt_vs_current_layer_per_head_layer_24_head_27,-0.13395,0.13395,0.00858
cas_vs_current_layer_per_head_layer_22_head_0,0.13394,0.13394,0.00859
ecs_prompt_specific_layer_per_head_layer_20_head_14,0.13394,0.13394,0.00859
cas_vs_current_layer_per_head_layer_21_head_26,0.13389,0.13389,0.00861
cas_vs_current_layer_per_head_layer_13_head_13,0.13387,0.13387,0.00862
bos_attention_proportion_per_head_layer_19_head_0,-0.13387,0.13387,0.00863
cas_vs_current_layer_per_head_layer_18_head_17,0.13384,0.13384,0.00864
cas_vs_final_layer_per_head_layer_0_head_21,0.13374,0.13374,0.00869
cas_alt_vs_current_layer_per_head_layer_20_head_30,-0.13370,0.13370,0.00871
ecs_specific_layer_per_head_layer_22_head_30,0.13366,0.13366,0.00873
cas_vs_current_layer_per_head_layer_13_head_27,0.13366,0.13366,0.00873
cas_vs_current_layer_per_head_layer_27_head_16,0.13358,0.13358,0.00877
ecs_specific_layer_per_head_layer_14_head_12,0.13352,0.13352,0.00880
ecs_specific_layer_per_head_layer_19_head_9,0.13352,0.13352,0.00880
cas_alt_vs_current_layer_per_head_layer_26_head_11,-0.13348,0.13348,0.00882
cas_vs_current_layer_per_head_layer_30_head_27,0.13348,0.13348,0.00882
cas_vs_current_layer_per_head_layer_15_head_12,0.13347,0.13347,0.00883
bos_attention_proportion_per_head_layer_27_head_4,0.13345,0.13345,0.00884
ecs_prompt_specific_layer_per_head_layer_15_head_6,0.13336,0.13336,0.00888
ecs_prompt_specific_layer_per_head_layer_20_head_20,0.13333,0.13333,0.00890
cas_alt_vs_current_layer_per_head_layer_25_head_18,-0.13332,0.13332,0.00890
cas_alt_vs_current_layer_per_head_layer_26_head_30,-0.13328,0.13328,0.00892
bos_attention_proportion_per_head_layer_5_head_16,0.13316,0.13316,0.00899
ecs_specific_layer_per_head_layer_12_head_16,0.13316,0.13316,0.00899
ecs_prompt_specific_layer_per_head_layer_19_head_18,0.13313,0.13313,0.00900
cas_alt_vs_current_layer_per_head_layer_18_head_18,-0.13313,0.13313,0.00900
ecs_specific_layer_per_head_layer_23_head_3,0.13312,0.13312,0.00901
cos_sim_pre_post_ffn_per_layer_layer_25,0.13306,0.13306,0.00904
ecs_prompt_specific_layer_per_head_layer_25_head_25,0.13300,0.13300,0.00907
cas_alt_vs_current_layer_per_head_layer_25_head_9,-0.13300,0.13300,0.00907
ecs_prompt_specific_layer_per_head_layer_4_head_20,0.13299,0.13299,0.00908
cas_vs_current_layer_per_head_layer_20_head_27,0.13288,0.13288,0.00914
attention_entropy_per_head_layer_20_head_11,-0.13284,0.13284,0.00915
ecs_prompt_specific_layer_per_head_layer_20_head_24,0.13281,0.13281,0.00917
ecs_prompt_specific_layer_per_head_layer_11_head_3,0.13280,0.13280,0.00918
ecs_prompt_specific_layer_per_head_layer_20_head_11,0.13275,0.13275,0.00921
cas_vs_current_layer_per_head_layer_4_head_30,-0.13271,0.13271,0.00922
bos_attention_proportion_per_head_layer_12_head_5,-0.13269,0.13269,0.00924
v_ffn_norm_per_layer_layer_17,-0.13266,0.13266,0.00925
ecs_prompt_specific_layer_per_head_layer_13_head_25,0.13263,0.13263,0.00927
cas_vs_current_layer_per_head_layer_25_head_22,0.13251,0.13251,0.00933
ecs_specific_layer_per_head_layer_20_head_26,0.13251,0.13251,0.00933
cas_alt_vs_current_layer_per_head_layer_27_head_19,-0.13245,0.13245,0.00936
cas_vs_current_layer_per_head_layer_25_head_28,0.13245,0.13245,0.00936
ecs_prompt_specific_layer_per_head_layer_13_head_22,0.13244,0.13244,0.00937
ecs_prompt_specific_layer_per_head_layer_15_head_17,0.13243,0.13243,0.00938
cas_alt_vs_current_layer_per_head_layer_24_head_2,-0.13241,0.13241,0.00939
ecs_specific_layer_per_head_layer_25_head_22,0.13232,0.13232,0.00944
x_pre_ffn_norm_per_layer_layer_14,0.13225,0.13225,0.00947
ecs_specific_layer_per_head_layer_30_head_5,0.13222,0.13222,0.00949
cas_alt_vs_final_layer_per_head_layer_11_head_12,0.13220,0.13220,0.00950
cas_vs_current_layer_per_head_layer_13_head_26,0.13208,0.13208,0.00957
ecs_prompt_specific_layer_per_head_layer_14_head_21,0.13207,0.13207,0.00957
bos_attention_proportion_per_head_layer_23_head_20,0.13205,0.13205,0.00958
ecs_specific_layer_per_head_layer_13_head_30,0.13198,0.13198,0.00962
bos_attention_proportion_per_head_layer_18_head_24,0.13197,0.13197,0.00963
cas_vs_current_layer_per_head_layer_13_head_1,0.13191,0.13191,0.00966
cas_alt_vs_current_layer_per_head_layer_20_head_27,-0.13187,0.13187,0.00968
cas_alt_vs_current_layer_per_head_layer_19_head_22,-0.13186,0.13186,0.00968
ecs_prompt_specific_layer_per_head_layer_20_head_23,0.13181,0.13181,0.00972
ecs_prompt_specific_layer_per_head_layer_14_head_3,0.13181,0.13181,0.00972
bos_attention_proportion_per_head_layer_28_head_8,-0.13180,0.13180,0.00972
ecs_prompt_specific_layer_per_head_layer_14_head_2,0.13172,0.13172,0.00977
ecs_prompt_specific_layer_per_head_layer_11_head_7,0.13170,0.13170,0.00978
bos_attention_proportion_per_head_layer_9_head_19,0.13169,0.13169,0.00978
cas_alt_vs_current_layer_per_head_layer_16_head_26,-0.13168,0.13168,0.00979
attention_entropy_per_head_layer_16_head_16,-0.13167,0.13167,0.00979
attention_entropy_per_head_layer_9_head_5,-0.13166,0.13166,0.00980
cas_vs_current_layer_per_head_layer_25_head_14,0.13165,0.13165,0.00980
ecs_prompt_specific_layer_per_head_layer_19_head_17,0.13163,0.13163,0.00981
ecs_specific_layer_per_head_layer_8_head_7,-0.13163,0.13163,0.00982
ecs_specific_layer_per_head_layer_15_head_6,0.13159,0.13159,0.00984
ecs_prompt_specific_layer_per_head_layer_30_head_1,0.13154,0.13154,0.00987
bos_attention_proportion_per_head_layer_17_head_4,0.13150,0.13150,0.00989
ecs_prompt_specific_layer_per_head_layer_11_head_14,0.13147,0.13147,0.00991
cas_alt_vs_current_layer_per_head_layer_22_head_20,-0.13140,0.13140,0.00995
cas_vs_current_layer_per_head_layer_25_head_30,0.13140,0.13140,0.00995
ecs_prompt_specific_layer_per_head_layer_20_head_7,0.13137,0.13137,0.00996
cas_vs_current_layer_per_head_layer_23_head_7,0.13134,0.13134,0.00998
bos_attention_proportion_per_head_layer_16_head_1,0.13132,0.13132,0.00999
ecs_prompt_specific_layer_per_head_layer_12_head_24,0.13130,0.13130,0.01000
bos_attention_proportion_per_head_layer_24_head_15,0.13127,0.13127,0.01002
cas_alt_vs_current_layer_per_head_layer_28_head_24,-0.13125,0.13125,0.01003
cas_alt_vs_current_layer_per_head_layer_25_head_25,-0.13125,0.13125,0.01003
cas_alt_vs_current_layer_per_head_layer_26_head_26,-0.13120,0.13120,0.01006
attention_entropy_per_head_layer_1_head_11,-0.13116,0.13116,0.01008
bos_attention_proportion_per_head_layer_20_head_1,0.13115,0.13115,0.01009
ecs_prompt_specific_layer_per_head_layer_13_head_0,0.13111,0.13111,0.01011
ecs_specific_layer_per_head_layer_22_head_16,0.13106,0.13106,0.01014
cos_sim_pre_post_ffn_per_layer_layer_20,0.13104,0.13104,0.01015
ecs_specific_layer_per_head_layer_5_head_26,-0.13103,0.13103,0.01016
cas_vs_current_layer_per_head_layer_6_head_31,0.13091,0.13091,0.01023
ecs_prompt_specific_layer_per_head_layer_12_head_14,0.13089,0.13089,0.01024
ecs_specific_layer_per_head_layer_20_head_22,0.13088,0.13088,0.01025
cas_vs_current_layer_per_head_layer_30_head_18,0.13085,0.13085,0.01027
cas_vs_current_layer_per_head_layer_19_head_19,0.13081,0.13081,0.01029
cas_alt_vs_current_layer_per_head_layer_22_head_28,-0.13081,0.13081,0.01029
cas_vs_current_layer_per_head_layer_30_head_17,0.13080,0.13080,0.01029
cas_alt_vs_current_layer_per_head_layer_26_head_16,-0.13068,0.13068,0.01036
ecs_specific_layer_per_head_layer_20_head_1,0.13067,0.13067,0.01037
cas_vs_final_layer_per_head_layer_0_head_20,0.13056,0.13056,0.01043
ecs_prompt_specific_layer_per_head_layer_15_head_18,0.13056,0.13056,0.01044
cos_sim_input_post_ffn_per_layer_layer_27,0.13054,0.13054,0.01045
ecs_specific_layer_per_head_layer_3_head_31,-0.13048,0.13048,0.01048
ecs_prompt_specific_layer_per_head_layer_19_head_5,0.13045,0.13045,0.01050
ecs_prompt_specific_layer_per_head_layer_14_head_23,0.13044,0.13044,0.01050
bos_attention_proportion_per_head_layer_22_head_15,-0.13042,0.13042,0.01052
attention_entropy_per_head_layer_1_head_29,-0.13041,0.13041,0.01052
ecs_specific_layer_per_head_layer_3_head_21,-0.13041,0.13041,0.01052
bos_attention_proportion_per_head_layer_29_head_24,-0.13038,0.13038,0.01054
cas_vs_current_layer_per_head_layer_13_head_20,0.13038,0.13038,0.01054
attention_entropy_per_head_layer_0_head_20,-0.13036,0.13036,0.01055
bos_attention_proportion_per_head_layer_29_head_1,-0.13033,0.13033,0.01057
ecs_specific_layer_per_head_layer_20_head_2,0.13033,0.13033,0.01057
cas_vs_current_layer_per_head_layer_19_head_23,0.13026,0.13026,0.01061
cas_alt_vs_current_layer_per_head_layer_27_head_15,-0.13024,0.13024,0.01063
cas_vs_current_layer_per_head_layer_1_head_22,-0.13022,0.13022,0.01064
cas_alt_vs_final_layer_per_head_layer_13_head_8,0.13021,0.13021,0.01064
ecs_prompt_specific_layer_per_head_layer_20_head_19,0.13018,0.13018,0.01066
cas_alt_vs_current_layer_per_head_layer_18_head_29,-0.13014,0.13014,0.01069
ecs_specific_layer_per_head_layer_21_head_17,0.13012,0.13012,0.01070
cas_alt_vs_current_layer_per_head_layer_19_head_14,-0.13008,0.13008,0.01072
ecs_specific_layer_per_head_layer_25_head_21,0.13005,0.13005,0.01074
ecs_prompt_specific_layer_per_head_layer_20_head_10,0.13003,0.13003,0.01075
cas_alt_vs_current_layer_per_head_layer_19_head_2,-0.13001,0.13001,0.01077
ecs_specific_layer_per_head_layer_12_head_28,0.12990,0.12990,0.01083
cas_alt_vs_current_layer_per_head_layer_27_head_20,-0.12986,0.12986,0.01086
cas_vs_current_layer_per_head_layer_19_head_11,0.12984,0.12984,0.01087
bos_attention_proportion_per_head_layer_26_head_9,-0.12983,0.12983,0.01088
cas_alt_vs_current_layer_per_head_layer_25_head_3,-0.12976,0.12976,0.01092
bos_attention_proportion_per_head_layer_6_head_19,-0.12975,0.12975,0.01092
ecs_prompt_specific_layer_per_head_layer_19_head_3,0.12967,0.12967,0.01098
bos_attention_proportion_per_head_layer_10_head_20,0.12956,0.12956,0.01105
attention_entropy_per_head_layer_0_head_28,0.12953,0.12953,0.01106
cas_vs_current_layer_per_head_layer_12_head_28,0.12943,0.12943,0.01113
bos_attention_proportion_per_head_layer_7_head_26,-0.12942,0.12942,0.01113
cas_vs_current_layer_per_head_layer_23_head_21,0.12941,0.12941,0.01114
bos_attention_proportion_per_head_layer_1_head_14,0.12936,0.12936,0.01117
cas_vs_current_layer_per_head_layer_17_head_9,0.12932,0.12932,0.01120
cas_alt_vs_current_layer_per_head_layer_27_head_7,-0.12928,0.12928,0.01122
cas_vs_final_layer_per_head_layer_0_head_2,0.12928,0.12928,0.01122
cas_alt_vs_current_layer_per_head_layer_18_head_26,-0.12926,0.12926,0.01124
bos_attention_proportion_per_head_layer_21_head_14,-0.12923,0.12923,0.01125
cos_sim_input_post_ffn_per_layer_layer_22,0.12920,0.12920,0.01127
cas_vs_current_layer_per_head_layer_20_head_25,0.12919,0.12919,0.01128
cas_vs_current_layer_per_head_layer_25_head_23,0.12913,0.12913,0.01131
ecs_prompt_specific_layer_per_head_layer_19_head_8,0.12900,0.12900,0.01140
ecs_prompt_specific_layer_per_head_layer_19_head_28,0.12898,0.12898,0.01142
ecs_prompt_specific_layer_per_head_layer_30_head_31,0.12893,0.12893,0.01145
ecs_prompt_specific_layer_per_head_layer_21_head_29,0.12892,0.12892,0.01145
bos_attention_proportion_per_head_layer_16_head_24,0.12890,0.12890,0.01147
ecs_prompt_specific_layer_per_head_layer_23_head_29,0.12889,0.12889,0.01147
cas_vs_current_layer_per_head_layer_12_head_14,0.12885,0.12885,0.01149
ecs_prompt_specific_layer_per_head_layer_19_head_16,0.12878,0.12878,0.01154
bos_attention_proportion_per_head_layer_22_head_23,-0.12874,0.12874,0.01157
cas_alt_vs_current_layer_per_head_layer_27_head_30,-0.12868,0.12868,0.01161
ecs_specific_layer_per_head_layer_30_head_23,0.12866,0.12866,0.01162
attention_entropy_per_head_layer_0_head_25,-0.12856,0.12856,0.01169
cas_alt_vs_current_layer_per_head_layer_17_head_19,-0.12852,0.12852,0.01171
ecs_prompt_specific_layer_per_head_layer_25_head_28,0.12843,0.12843,0.01177
cas_vs_current_layer_per_head_layer_19_head_7,0.12838,0.12838,0.01180
ecs_prompt_specific_layer_per_head_layer_11_head_17,0.12836,0.12836,0.01182
ecs_specific_layer_per_head_layer_4_head_4,0.12834,0.12834,0.01183
ecs_prompt_specific_layer_per_head_layer_6_head_10,0.12834,0.12834,0.01183
cas_alt_vs_current_layer_per_head_layer_19_head_12,-0.12830,0.12830,0.01186
cas_alt_vs_current_layer_per_head_layer_25_head_11,-0.12827,0.12827,0.01188
cas_alt_vs_current_layer_per_head_layer_24_head_18,-0.12827,0.12827,0.01188
cas_alt_vs_current_layer_per_head_layer_13_head_20,-0.12826,0.12826,0.01189
cas_alt_vs_current_layer_per_head_layer_25_head_12,-0.12825,0.12825,0.01189
ecs_prompt_specific_layer_per_head_layer_19_head_9,0.12824,0.12824,0.01190
cas_vs_current_layer_per_head_layer_23_head_28,0.12823,0.12823,0.01190
cas_alt_vs_current_layer_per_head_layer_20_head_6,-0.12822,0.12822,0.01191
bos_attention_proportion_per_head_layer_18_head_1,0.12822,0.12822,0.01191
ecs_prompt_specific_layer_per_head_layer_22_head_17,0.12821,0.12821,0.01192
cas_alt_vs_current_layer_per_head_layer_19_head_20,-0.12821,0.12821,0.01192
bos_attention_proportion_per_head_layer_6_head_17,0.12812,0.12812,0.01198
bos_attention_proportion_per_head_layer_3_head_9,0.12807,0.12807,0.01201
cas_vs_current_layer_per_head_layer_3_head_30,-0.12804,0.12804,0.01203
cas_alt_vs_current_layer_per_head_layer_23_head_7,-0.12803,0.12803,0.01204
cas_vs_current_layer_per_head_layer_14_head_19,0.12802,0.12802,0.01204
ecs_specific_layer_per_head_layer_30_head_2,0.12801,0.12801,0.01205
bos_attention_proportion_per_head_layer_7_head_13,0.12800,0.12800,0.01206
